k,n,el_str,total_coe,rep_coe,reference,order,composition,rep_linear,307,Unnamed: 9
23,7.0,130,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O] (2.5), \ \alpha_{2}'''=\bar{\rho}'",8.0,\alpha_{2}''',\bar{\rho}',,
23,6.0,213,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O] (2.5), \ \alpha_{2}''=\bar{\rho}''",4.0,\alpha_{2}'',\bar{\rho}'',,
23,5.0,214,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O] (2.5), \ \alpha_{2}'=\bar{\rho}'''",2.0,\alpha_{2}',\bar{\rho}''',,
23,5.0,211 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(4), \ \alpha_{1}'\varepsilon_{20}=0",0.0,\alpha1'\varepsilon20,0,,
23,5.0,211 11,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(4), \ \alpha_{1}'\bar{\nu}_{20}=0",0.0,\alpha1'\bar{\nu}20,0,,
23,5.0,10 30,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(4), \ \varepsilon_5\rho_{13}=0",0.0,\varepsilon5\rho13,0,,
23,6.0,11 30,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(4), \ \bar{\nu}_6\rho_{14}=0",0.0,\bar{\nu}6\rho14,0,,
23,5.0,1 76,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(8), \ (2\iota_5)\phi_{5}=0",0.0,(2\iota5)\phi5,0,*,
23,11.0,9 34,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O] Prop3.4(4), \ \sigma_{11}\omega_{18}\equiv \phi_{11} \mod 4\nu_{11}\bar{\kappa}_{14}",2.0,,,,
23,9.0,9 36,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O] Prop3.4(7), \ \phi_9 \equiv  \sigma_9\eta^{*}_{16} \mod \sigma_{9}^{2}\mu_{23}, \ 4\nu_9\bar{\kappa}_{12}",2.0,\phi_9,\sigma_9\eta^{*}_{16},,
23,6.0,32 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.1(11), \ {\zeta'}{\sigma_{22}} = 0",1.0,{\zeta'}{\sigma_{22}},0,,
23,12.0,40 4 4,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.1(2), \ {\varepsilon^{*}_{12}}{\nu_{29}^{2}} = 0",1.0,{\varepsilon^{*}_{12}}{\nu_{29}^{2}},0,,
23,9.0,9 35,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.1(2), \ {\sigma_{9}}{E\eta^{*}{'}} \equiv 0 \mod {\sigma_{9}^{2}}{\mu_{23}}",1.0,{\sigma_{9}}{E\eta^{*}{'}},0,,
23,14.0,34 9,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O3] Prop2.1(4), \ {\omega_{14}}{\sigma_{30}} \equiv {\psi_{14}} \mod 4{\nu_{14}}{\bar{\kappa}_{17}},{\phi_{14}}",2.0,{\omega_{14}}{\sigma_{30}},{\psi_{14}},,
23,9.0,29 10,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O3] Prop2.2(1), \ {\rho'}{\varepsilon_{24}} = {\sigma_{9}^{2}}{\mu_{23}}",2.0,{\rho'}{\varepsilon_{24}},{\sigma_{9}^{2}}{\mu_{23}},,
23,9.0,29 11,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(1), \ {\rho'}{\bar{\nu}_{24}} = 0",1.0,{\rho'}{\bar{\nu}_{24}},0,,
23,18.0,86,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[MMO] (4.35), \ {\bar{\nu}^{*}_{18}} \equiv {\bar{\varepsilon}^{*}_{18}} \mod E^3\pi_{38}^{15}",2.0,{\bar{\nu}^{*}_{18}},{\bar{\varepsilon}^{*}_{18}},,
24,,,,,,,,,,
24,10.0,9 4 23,1.0,0 0 0 2 0 0 0 0 0 0 0 0,"[MMO] (3.9), \ \sigma_{10}\nu_{17}\kappa_{20}=2\widetilde{\varepsilon}_{10}",2.0,\sigma10\nu17\kappa20,2\widetilde{\varepsilon}10,,
24,3.0,74 2,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(2), \ \bar{\alpha}\eta_{26}=\varepsilon'\kappa_{13}",2.0,\bar{\alpha}\eta26,\varepsilon'\kappa13,,
24,3.0,3 2 56,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(2), \ \nu'\eta_6\bar{\kappa}7=\varepsilon'\kappa_{13}",2.0,\nu'\eta6\bar{\kappa}7,\varepsilon'\kappa13,,
24,3.0,2 4 56,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(2), \ \eta_3\nu_4\bar{\kappa}7=\varepsilon'\kappa_{13}",2.0,\eta3\nu4\bar{\kappa}7,\varepsilon'\kappa13,,
24,6.0,32 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(2), \ \zeta'\varepsilon_{22}=0",0.0,\zeta'\varepsilon22,0,,
24,6.0,32 11,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(2), \ \zeta'\bar{\nu}_{22}=0",0.0,\zeta'\bar{\nu}22,0,,
24,24.0,115,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O] (2.1), \ B_{2}=\widetilde{\eta} \mod E \widetilde{\eta}'",2.0,B_{2},\widetilde{\eta},,
24,23.0,114,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O] (2.1), \ D_{2}=\widetilde{\eta}'",2.0,D_{2},\widetilde{\eta}',,
24,14.0,181,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O] (2.1), \ G_{1}\equiv \zeta^{*} \mod 2\zeta^{*} , \ \omega_{14}\varepsilon_{30}",8.0,G_{1},\zeta^{*},,
24,16.0,197,1.0,0 0 0 0 0 0 1 0 0 0 0 0,"[O] (2.3), \ B_{1}^{(1)}\equiv \mu^{*}_{16} \mod \eta^{*}_{16}\varepsilon_{32} , \ \eta^{*}_{16}\bar{\nu}_{32}, \ E \pi_{39}^{15}",2.0,B_{1}^{(1)},\mu^{*}16,,
24,6.0,203,1.0,0 0 0 1 0 0 0 0 0 0 0 0,G_{0}^{(1)} \equiv \bar{\zeta}{'}_6 \mod \ 2\bar{\zeta}{'}_6,8.0,G_{0}^{(1)},\bar{\zeta}'6,,
24,3.0,2 12 23,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(5), \ \eta_3\mu_4\kappa_{13}=0",0.0,\eta3\mu4\kappa13,0,,
24,3.0,25 12,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(5), \ \bar{\varepsilon}_3\mu_{18}=0",0.0,\bar{\varepsilon}3\mu18,0,,
24,3.0,37 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(5), \ \bar{\varepsilon}'\sigma_{20}=0",0.0,\bar{\varepsilon}'\sigma20,0,,
24,3.0,14 9 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(5), \ \varepsilon'\sigma_{13}^2=0",0.0,\varepsilon'\sigma13^2,0,,
24,5.0,67 4,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O] Prop3.1(6), \ \alpha\nu_{26}\equiv \nu_5\sigma_8\kappa_{15} \mod \nu_5\eta_8\bar{\kappa}_9",2.0,\alpha\nu26,\nu5\sigma8\kappa15,,
24,4.0,2 76,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(9), \ \eta_4\phi_5\equiv\delta_4 \mod \bar{\mu}_4\sigma_{21} ,E \varepsilon'\kappa_{14}",2.0,\eta4\phi5,\delta4,,
24,5.0,76 2,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(9), \ \phi_5\eta_{28}\equiv\delta_5 \mod \bar{\mu}_4\sigma_{21} ,\nu_5\eta_8\bar{\kappa}_9",2.0,\phi5\eta28,\delta5,,
24,6.0,10 34,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(9), \ \varepsilon_6 \omega_{14}\equiv \eta_6Φ_7\equiv \delta_6 \mod \nu_6\sigma_9\kappa_{16} ,\bar{\mu}_6\sigma_{23}",2.0,\varepsilon6\omega14,\delta6,,
24,9.0,2 82,1.0,1 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop2.1(10), \ {\eta_{9}}{\psi_{10}} \equiv {\delta_{9}} + {\bar{\sigma}{'}_{9}} \mod  {\bar{\mu}_{9}}{\sigma_{26}} , {\sigma_{9}^{2}}{\eta_{23}}{\mu_{24}}",2.0,{\eta_{9}}{\psi_{10}},{\delta_{9}} + {\bar{\mu}_{9}}{\sigma_{26}} + {\bar{\sigma}{'}_{9}} + {\sigma_{9}^{2}}{\eta_{23}}{\mu_{24}},,
24,14.0,34 10,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O3] Prop2.1(4), \ {\omega_{14}}{\varepsilon_{30}} \equiv {\widetilde{\varepsilon}_{14}} \mod {\delta_{14}},{\bar{\mu}_{14}}{\sigma_{31}},{\bar{\sigma}{'}_{14}}",2.0,{\omega_{14}}{\varepsilon_{30}},{\widetilde{\varepsilon}_{14}},,
24,14.0,34 9 2,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.1(4), \ {\omega_{14}}{\sigma_{30}}{\eta_{37}} \equiv {\bar{\sigma}{'}_{14}} \mod {\delta_{14}},{\bar{\mu}_{14}}{\sigma_{31}}",2.0,{\omega_{14}}{\sigma_{30}}{\eta_{37}},{\bar{\sigma}{'}_{14}},,
24,12.0,40 9,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] Prop2.1(4), \ {\varepsilon^{*}_{12}}{\sigma_{29}} \equiv {\bar{\sigma}{'}_{12}} \mod {\delta_{12}},{\bar{\mu}_{12}}{\sigma_{29}}",2.0,{\varepsilon^{*}_{12}}{\sigma_{29}},{\bar{\sigma}{'}_{12}},,
24,9.0,81 2,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O3] Prop2.2(1), \ {\bar{\rho}_{9}}{\eta_{32}} \equiv {\sigma_{9}}{\bar{\mu}_{16}} \mod \phi_9\eta_{32}(\equiv{\delta_{9}}),{\sigma_{9}^{2}}{\eta_{23}}{\mu_{24}},{\sigma_{9}}{\varepsilon^{*}_{16}}",2.0,{\bar{\rho}_{9}}{\eta_{32}},{\sigma_{9}}{\bar{\mu}_{16}},,
24,4.0,12 30,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(1), \ {\mu_{4}}{\rho_{13}} \equiv {\bar{\mu}_{4}}{\sigma_{21}} \mod {E\varepsilon'}{\kappa_{14}}",2.0,{\mu_{4}}{\rho_{13}},{\bar{\mu}_{4}}{\sigma_{21}},,
24,5.0,12 30,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(1), \ {\mu_{5}}{\rho_{14}} = {\bar{\mu}_{5}}{\sigma_{22}}",2.0,{\mu_{5}}{\rho_{14}},{\bar{\mu}_{5}}{\sigma_{22}},,
24,10.0,29 12,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O3] Prop2.2(4), \ {E\rho'}{\mu_{25}} = {\Delta(\rho_{21})}",32.0,{E\rho'}{\mu_{25}},{\Delta(\rho_{21})},,
24,5.0,4 8 23,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.4(2), \ {\nu_{5}}{E\sigma'}{\kappa_{15}} = 0",1.0,{\nu_{5}}{E\sigma'}{\kappa_{15}},0,,
24,5.0,214 2,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(3), \ {\alpha'_{2}}{\eta_{28}} = 0",1.0,{\alpha'_{2}}{\eta_{28}},0,,
24,5.0,211 12,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(3), \ {\alpha'_{1}}{\mu_{20}} = 0",1.0,{\alpha'_{1}}{\mu_{20}},0,,
24,5.0,6 38,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(3), \ {\sigma'''}{\bar{\mu}_{12}} = 0",1.0,{\sigma'''}{\bar{\mu}_{12}},0,,
24,7.0,11 34,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(5), \ {\bar{\nu}_{7}}{\omega_{15}} \equiv 0 \mod {\nu_{7}}{\sigma_{10}}{\kappa_{17}},{\bar{\zeta}{'}_{7}}",1.0,{\bar{\nu}_{7}}{\omega_{15}},0,,
24,9.0,11 34,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(5), \ {\bar{\nu}_{9}}{\omega_{17}} = 0",1.0,{\bar{\nu}_{9}}{\omega_{17}},0,,
24,11.0,11 34,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[MMO] (5.32), \ {\bar{\nu}_{11}}{\omega_{19}} = 0",1.0,{\bar{\nu}_{11}}{\omega_{19}},0,,
25,,,,,,,,,,
25,5.0,4 4 50,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(7), \ \nu_{5}^2\bar{\zeta}_{11}=0",0.0,\nu5^2\bar{\zeta}11,0,,
25,5.0,4 8 30,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(7), \ 2\nu_5E \sigma'\rho_{15}=0",0.0,(2\nu5)E\sigma'\rho15,0,*,
25,5.0,16 9 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(7), \ \zeta_5\sigma_{16}^2=0",0.0,\zeta5\sigma16^2,0,,
25,6.0,11 38,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(8), \ \bar{\nu}_6\bar{\mu}_{14}=0",0.0,\bar{\nu}6\bar{\mu}14,0,,
25,9.0,2 2 9 34,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(8), \ \eta_{9}^2\sigma_{11}\omega_{18}=0",0.0,\eta9^2\sigma11\omega18,0,,
25,9.0,2 9 38,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O] Prop3.1(8), \ \eta_9\sigma_{10}\bar{\mu}_{17}=\eta_9\bar{\mu}_{10}\sigma_{27}",2.0,\eta9\sigma10\bar{\mu}17,\eta9\bar{\mu}10\sigma27,,
25,9.0,9 47,1.0,0 0 2 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(8), \ \sigma_9E^3\lambda=2(\sigma_9\nu^{*}_{16})",2.0,\sigma9E^3\lambda,2(\sigma9\nu^{*}16),,
25,9.0,9 2 2 34,1.0,4 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(8), \ \sigma_9\eta_{16}^2\omega_{18}=4\sigma_9\xi_{16}",2.0,\sigma9\eta16^2\omega18,4\sigma9\xi16,,
25,3.0,38 11,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(2), \ \bar{\mu}_3\bar{\nu}_{20}=0",0.0,\bar{\mu}3\bar{\nu}20,0,,
25,3.0,10 38,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O] Prop3.5(2), \ \varepsilon_3\bar{\mu}_{11}=\eta_3\bar{\mu}_4\sigma_{21}",2.0,\varepsilon3\bar{\mu}11,\eta3\bar{\mu}4\sigma21,,
25,3.0,38 10,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O] Prop3.5(2), \ \bar{\mu}_3\varepsilon_{20}=\eta_3\bar{\mu}_4\sigma_{21}",2.0,\bar{\mu}3\varepsilon20,\eta3\bar{\mu}4\sigma21,,
25,3.0,12 12 9,1.0,0 0 0 1 0 0 0 0 0 0 0 0,"[O] Prop3.5(2), \ \mu_{3}^2\sigma_{21}=\eta_3\bar{\mu}_4\sigma_{21}",2.0,\mu3^2\sigma21,\eta3\bar{\mu}4\sigma21,,
25,12.0,9 46,1.0,2 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(3), \ \sigma_{12}\xi_{19}=2(\xi_{12}\sigma_{30})",4.0,\sigma12\xi19,2\xi12\sigma30,,
25,13.0,4 72,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(3), \ \nu_{13}\sigma^{*}_{16}\equiv \xi_{13}\sigma_{31} \mod (\lambda+2\xi_{13})\sigma_{31}",8.0,\nu13\sigma^{*}16,\xi13\sigma31,,
25,16.0,48 9,1.0,0 0 4 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(3), \ \nu^{*}_{16}\sigma_{34}=4\xi_{16}\sigma_{34}",2.0,\nu^{*}16\sigma34,4\xi16\sigma34,,
25,19.0,48 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(3), \ \nu^{*}_{19}\sigma_{37}=0",0.0,\nu^{*}19\sigma37,0,,
25,19.0,9 46,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(3), \ \sigma_{19}\xi_{26}=0",0.0,\sigma19\xi26,0,,
25,16.0,47 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(3), \ E^3\lambda\sigma_{34}=0",0.0,E^3\lambda\sigma34,0,,
25,16.0,113 2 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ B_{1}\eta_{32}\varepsilon_{33}=0",0.0,B_{1}\eta32\varepsilon33,0,,
25,16.0,34 2 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ \omega_{16}\eta_{32}\varepsilon_{33}=0",0.0,\omega16\eta32\varepsilon33,0,,
25,16.0,36 2 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ \eta^{*}16\eta_{32}\varepsilon_{33}=0",0.0,\eta^{*}16\eta32\varepsilon33,0,,
25,9.0,2 10 34,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ \eta_9\varepsilon_{10}\omega_{18}=0",0.0,\eta9\varepsilon10\omega18,0,,
25,9.0,10 40,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ \varepsilon_9\varepsilon^{*}_{17}=0",0.0,\varepsilon9\varepsilon^{*}17,0,,
25,12.0,40 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ \varepsilon^{*}_{12}\varepsilon_{29}=0",0.0,\varepsilon^{*}12\varepsilon29,0,,
25,7.0,11 40,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ \bar{\nu}_7\varepsilon^{*}_{15}=0",0.0,\bar{\nu}7\varepsilon^{*}15,0,,
25,15.0,2 36 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ \eta_{15}\eta^{*}_{16}\varepsilon_{32}=0",0.0,\eta15\eta^{*}16\varepsilon32,0,,
25,16.0,2 34 11,1.0,0 0 4 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ \eta_{16}\omega_{17}\bar{\nu}_{33}=4\xi_{16}\sigma_{34}",2.0,\eta16\omega17\bar{\nu}33,4\xi16\sigma34,,
25,16.0,2 34 2 9,1.0,0 0 4 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ \eta_{16}\omega_{17}\eta_{33}\sigma_{34}=4\xi_{16}\sigma_{34}",2.0,\eta16\omega17\eta33\sigma34,4\xi16\sigma34,,
25,9.0,110,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O] Prop5.1(2), \ E^2 \phi''' \equiv \sigma_9\nu^{*}_{16} \mod \nu_{9}^2\bar{\sigma}_{15}",4.0,E^2\phi''',\sigma9\nu^{*}16,,
25,9.0,2 2 76,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop5.1(3), \ \eta_{9}^2 \phi_{11}=0",0.0,\eta9^2\phi11,0,,
25,9.0,9 36 2 2,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop5.1(3), \ \sigma_9\eta^{*}_{16}\eta_{32}^2=0",0.0,\sigma9\eta^{*}16\eta32^2,0,,
25,9.0,2 88,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop5.1(3), \ \eta_9 \delta_{10} \equiv 0 \mod \eta_9\bar{\mu}_{10} \sigma_{27}",0.0,\eta9\delta10,0,,
25,3.0,2 88,1.0,2 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop4.1(2), \ 2\phi' \equiv  \eta_3 \delta_4 \mod \eta_3 \bar{\mu}_4 \sigma_{21}",2.0,,,,
25,24.0,87 2 2,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O] Prop6.3(13), \ {\Delta(\iota_{49})}{\eta_{47}^{2}} = {E D_{2}}{\eta_{48}}",2.0,{\Delta(\iota_{49})}{\eta_{47}^{2}},{E D_{2}}{\eta_{48}},,
25,5.0,4 11 23,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O] (7.6), \ {\nu_{5}}{\bar{\nu}_{8}}{\kappa_{16}} = {\nu_{5}}{\varepsilon_{8}}{\kappa_{16}}",2.0,{\nu_{5}}{\bar{\nu}_{8}}{\kappa_{16}},{\nu_{5}}{\varepsilon_{8}}{\kappa_{16}},,
25,5.0,2 88,1.0,4 0 0 0 0 0 0 0 0 0 0 0,"[O] (7.6), \ 4{\phi''} \equiv {\eta_{5}}{\delta_{6}} \mod \nu_5 \varepsilon_{8}\kappa_{16}, \ \eta_5 \bar{\mu}_6 \sigma_{23}",2.0,{\eta_{5}}{\delta_{6}},4{\phi''},,
25,5.0,102,1.0,2 0 0 0 0 0 0 0 0 0 0 0,"[O] (7.6), \ 2{\phi''}\equiv \pm{E^{2}\phi'} \mod \nu_5 \varepsilon_8 \kappa_{16}, \ \nu_{5}^{2}\bar{\sigma}_{11}, \ \mu_{3,5}, \ \eta_{5}\bar{\mu}_6 \sigma_{23}",4.0,{E^{2}\phi'},2{\phi''},,
25,11.0,45 9,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop2.1(6), \ {\xi'}{\sigma_{29}} \equiv {\sigma_{11}}{\nu^{*}_{18}} \mod 2{\sigma_{11}}{\nu^{*}_{18}}",2.0,{\xi'}{\sigma_{29}},{\sigma_{11}}{\nu^{*}_{18}},,
25,5.0,2 90,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O2] Prop2.1(7), \ {\eta_{5}}{\bar{\sigma}{'}_{6}} \equiv {\nu_{5}^{2}}{\bar{\sigma}_{11}} \mod {\eta_{5}}{\bar{\mu}_{6}}{\sigma_{23}}",2.0,{\eta_{5}}{\bar{\sigma}{'}_{6}},{\nu_{5}^{2}}{\bar{\sigma}_{11}} + {\eta_{5}}{\bar{\mu}_{6}}{\sigma_{23}},,
25,6.0,90 2,1.0,0 0 0 0 1 0 0 0 0 0 0 0,"[O2] Prop2.1(7), \ {\bar{\sigma}{'}_{6}}{\eta_{30}} \equiv {\nu_{6}^{2}}{\bar{\sigma}_{12}} \mod {\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}},{\Delta(E A_{1}\varepsilon_{25})}",2.0,{\bar{\sigma}{'}_{6}}{\eta_{30}},{\Delta(E A_{1}\varepsilon_{25})} + {\nu_{6}^{2}}{\bar{\sigma}_{12}} + {\eta_{6}}{\bar{\mu}_{7}}{\sigma_{24}},,
25,7.0,4 4 51,1.0,2 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(2), \ {\nu_{7}^{2}}{\bar{\sigma}_{13}} \equiv 2{\phi'''} \mod 2{E ^{2}\phi''}",2.0,{\nu_{7}^{2}}{\bar{\sigma}_{13}},2{\phi'''},,
25,9.0,4 4 51,1.0,0 0 2 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(2), \ {\nu_{9}^{2}}{\bar{\sigma}_{15}} \equiv 2E^2\phi''' (\equiv 2{\sigma_{9}}{\nu^{*}_{16}}) \mod 4{\sigma_{9}}{\xi_{16}}",2.0,{\nu_{9}^{2}}{\bar{\sigma}_{15}},2{\sigma_{9}}{\nu^{*}_{16}},,
25,5.0,2 76 2,1.0,4 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(3), \ {\eta_{5}}{\phi_{6}}{\eta_{29}} = 4{\phi''}",2.0,{\eta_{5}}{\phi_{6}}{\eta_{29}},4{\phi''},,
25,7.0,8 47,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(3), \ {\sigma'}{E\lambda} \equiv 0 \mod 4{E ^{2}\phi''}",1.0,{\sigma'}{E\lambda},0,,
25,4.0,3 8 30,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O2] Prop2.3(4), \ {E\nu'}{\sigma'}{\rho_{14}} = 0",1.0,{E\nu'}{\sigma'}{\rho_{14}},0,,
25,7.0,8 46,1.0,0 1 0 0 0 0 0 0 0 0 0 0,"[O2] (6.4), \ {\sigma'}{\xi_{14}} \equiv {E ^{2}\phi''} \mod 2{\phi'''},2{E ^{2}\phi''},{\eta_{7}}{\bar{\mu}_{8}}{\sigma_{25}}",8.0,{\sigma'}{\xi_{14}},{E ^{2}\phi''},,
25,13.0,47 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(2), \ {\lambda}{\sigma_{31}} = 0",1.0,{\lambda}{\sigma_{31}},0,,
25,13.0,2 90,1.0,4 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(2), \ {\eta_{13}}{\bar{\sigma}{'}_{14}} \equiv 4{\xi_{13}}{\sigma_{31}} \mod {\eta_{13}}{\bar{\mu}_{14}}{\sigma_{31}}",2.0,{\eta_{13}}{\bar{\sigma}{'}_{14}},4{\xi_{13}}{\sigma_{31}},,
25,16.0,72 4,1.0,0 0 2 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(6), \ {\sigma^{*}_{16}}{\nu_{38}} = \pm 2{\xi_{16}}{\sigma_{34}}",4.0,{\sigma^{*}_{16}}{\nu_{38}},2{\xi_{16}}{\sigma_{34}},,
25,16.0,9 48,1.0,0 0 2 0 0 0 0 0 0 0 0 0,"[O3] Prop2.2(6), \ {\sigma_{16}}{\nu^{*}_{23}} = \pm 2{\xi_{16}}{\sigma_{34}}",4.0,{\sigma_{16}}{\nu^{*}_{23}},2{\xi_{16}}{\sigma_{34}},,
26,,,,,,,,,,
26,3.0,14 9 12,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(9), \ \varepsilon'\sigma_{13}\mu_{20}=0",0.0,\varepsilon'\sigma13\mu20,0,,
26,5.0,16 30,1.0,1 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(9), \ \zeta_5\rho_{16}=\pm \bar{\zeta}_5\sigma_{24}",8.0,\zeta5\rho16,\bar{\zeta}5\sigma24,,
26,13.0,9 50,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(9), \ \sigma_{13}\bar{\zeta}_{20}=0",0.0,\sigma13\bar{\zeta}20,0,,
26,13.0,50 9,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.1(9), \ \bar{\zeta}_{13}\sigma_{32}=0",0.0,\bar{\zeta}13\sigma32,0,,
26,14.0,35 2 10,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O] Prop3.5(4), \ \eta^{*}{'}\eta_{31}\varepsilon_{32}=0",0.0,\eta^{*}{'}\eta_{31}\varepsilon_{32},0,,
